episode_id,episode_number,episode_title,channel,source_file,word_count
3762,6,FLEX GOES FOR 7! Muscle in the Morning (7⧸6⧸18) [2hUgT3qEJKc],@rxmuscle,FLEX GOES FOR 7! Muscle in the Morning (7⧸6⧸18) [2hUgT3qEJKc].txt,829
3763,2020,FLEX LEWIS CHANCES TO WIN OLYMPIA？ HMR (9⧸21⧸20) [Klql5QnZKrw],@rxmuscle,FLEX LEWIS CHANCES TO WIN OLYMPIA？ HMR (9⧸21⧸20) [Klql5QnZKrw].txt,12593
3764,2018,FLEX LEWIS DROPS THE HAMMER! Muscle in the Morning (8⧸8⧸18) [0bkSPI-qL1k],@rxmuscle,FLEX LEWIS DROPS THE HAMMER! Muscle in the Morning (8⧸8⧸18) [0bkSPI-qL1k].txt,932
3765,2018,FLEX LEWIS INSANE PHOTO UPDATE! [daAkiZi3O0o],@rxmuscle,FLEX LEWIS INSANE PHOTO UPDATE! [daAkiZi3O0o].txt,1700
3766,2020,FLEX LEWIS TURNS UP OLYMPIA PREP! [EWAgojqo8wQ],@rxmuscle,FLEX LEWIS TURNS UP OLYMPIA PREP! [EWAgojqo8wQ].txt,821
3767,212,FLEX LEWIS： Last 212 Competition! Palumbo Responds [n2rlicoXt14],@rxmuscle,FLEX LEWIS： Last 212 Competition! Palumbo Responds [n2rlicoXt14].txt,1125
3768,2021,FLEX Sets Record Straight + Lionel Beyeke Comeback UPDATE + INSANE Seth Shaw! [qo7AGL3VVmU],@rxmuscle,FLEX Sets Record Straight + Lionel Beyeke Comeback UPDATE + INSANE Seth Shaw! [qo7AGL3VVmU].txt,766
3769,30,FLEXATRON IS BACK! [4xk-ZdNjaEo],@rxmuscle,FLEXATRON IS BACK! [4xk-ZdNjaEo].txt,787
3770,212,FRANK MCGRATH COMEBACK？ Muscle in the Morning (7⧸10⧸18) [UACd_pUlsC4],@rxmuscle,FRANK MCGRATH COMEBACK？ Muscle in the Morning (7⧸10⧸18) [UACd_pUlsC4].txt,822
3771,30,FREAKISH AKIM WILLIAMS TO CHICAGO PRO？ [XRZvxdKktt8],@rxmuscle,FREAKISH AKIM WILLIAMS TO CHICAGO PRO？ [XRZvxdKktt8].txt,640
3772,30,FREAKISH Blessing Awodibu Update + GP3 & Breon Ansley Dial Up Olympia Prep! [7QYMDEwYRv0],@rxmuscle,FREAKISH Blessing Awodibu Update + GP3 & Breon Ansley Dial Up Olympia Prep! [7QYMDEwYRv0].txt,772
3773,30,FREAKISH CLARENCE DEVIS DIALING IN & FITNESS STAR AIMS FOR OLYMPIA TITLE! [yTaGYNRgm-c],@rxmuscle,FREAKISH CLARENCE DEVIS DIALING IN & FITNESS STAR AIMS FOR OLYMPIA TITLE! [yTaGYNRgm-c].txt,723
3774,30,FREAKISH QUINTON ERIYA 3 DAYS OUT & DENNIS WOLF'S CLASSIC PHYSIQUE PRODIGY! [zQSRc8ZpI58],@rxmuscle,FREAKISH QUINTON ERIYA 3 DAYS OUT & DENNIS WOLF'S CLASSIC PHYSIQUE PRODIGY! [zQSRc8ZpI58].txt,809
3775,32,FROM ADDICTION TO IFBB PRO CARD! Live w⧸Rory Molnar [Kfp5CEgSavg],@rxmuscle,FROM ADDICTION TO IFBB PRO CARD! Live w⧸Rory Molnar [Kfp5CEgSavg].txt,2860
3776,18,"FROM DEPRESSION, SEVERE INJURY TO NAILING OVERALL WIN! Anna Heritage Interview ｜ RX Spotlight [YoioJERqdZI]",@rxmuscle,"FROM DEPRESSION, SEVERE INJURY TO NAILING OVERALL WIN! Anna Heritage Interview ｜ RX Spotlight [YoioJERqdZI].txt",2389
3777,10,FUNDING LEE PRIEST'S COMEBACK! (Plus HILARIOUS Nasser Impressions) HMR (9⧸28⧸20) [weARP-0nKec],@rxmuscle,FUNDING LEE PRIEST'S COMEBACK! (Plus HILARIOUS Nasser Impressions) HMR (9⧸28⧸20) [weARP-0nKec].txt,14836
3778,30,Fouad Abiad SHREDDED at 269-lbs & Shanique Grant TRAINS for 3-Peat! [c4tOkhyGtxY],@rxmuscle,Fouad Abiad SHREDDED at 269-lbs & Shanique Grant TRAINS for 3-Peat! [c4tOkhyGtxY].txt,787
3779,18,Frida Paulsen Update! Muscle in the Morning (7⧸16⧸18) [Ua9WsuWHf5w],@rxmuscle,Frida Paulsen Update! Muscle in the Morning (7⧸16⧸18) [Ua9WsuWHf5w].txt,813
3780,250,GEAR Presents： Mike Liberatore at the 2011 Olympia Weekend- Highlights [IaLv4i0Zk1Y],@rxmuscle,GEAR Presents： Mike Liberatore at the 2011 Olympia Weekend- Highlights [IaLv4i0Zk1Y].txt,1753
3781,27,GEORGE PETERSON BATTLE READY! Muscle in the Morning (7⧸27⧸18) [thsecSnzt3I],@rxmuscle,GEORGE PETERSON BATTLE READY! Muscle in the Morning (7⧸27⧸18) [thsecSnzt3I].txt,875
3782,2018,GEORGE PETERSON SMASHES CHEST! Muscle in the Morning (7⧸4⧸18) [g3NDtoYpelk],@rxmuscle,GEORGE PETERSON SMASHES CHEST! Muscle in the Morning (7⧸4⧸18) [g3NDtoYpelk].txt,875
3783,30,GLYCEMIC INDEX EXPLAINED： Diet vs. Off-Season! [4g-iphKkkM0],@rxmuscle,GLYCEMIC INDEX EXPLAINED： Diet vs. Off-Season! [4g-iphKkkM0].txt,1849
3784,1973,GOLD'S GYM VENICE DOCUMENTARY! Marc Martinez Interview ｜ History of Bodybuilding [9z0dfkaHnFs],@rxmuscle,GOLD'S GYM VENICE DOCUMENTARY! Marc Martinez Interview ｜ History of Bodybuilding [9z0dfkaHnFs].txt,7766
3785,30,Gregg Valentino's WILDEST Fan Mail Stories! AH Podcast (8⧸25⧸20) [VaiFziQ40U4],@rxmuscle,Gregg Valentino's WILDEST Fan Mail Stories! AH Podcast (8⧸25⧸20) [VaiFziQ40U4].txt,13896
3786,3,Guy Cisternino Posing Routine at 2011 Europa Super Show [nCtWwHHPXac],@rxmuscle,Guy Cisternino Posing Routine at 2011 Europa Super Show [nCtWwHHPXac].txt,8
3787,,GuyCisternino [G8Gp3fXx7ew],@rxmuscle,GuyCisternino [G8Gp3fXx7ew].txt,1
3788,30,HADI CHOOPAN AT THE 2020 OLYMPIA？ [LhhhE9SR6AE],@rxmuscle,HADI CHOOPAN AT THE 2020 OLYMPIA？ [LhhhE9SR6AE].txt,763
3789,2020,HADI CHOOPAN GETS STATUE! [9u_V5msnAbU],@rxmuscle,HADI CHOOPAN GETS STATUE! [9u_V5msnAbU].txt,570
3790,2018,HADI CHOOPAN vs NIC VULLIOUD! Heavy Muscle Radio (7⧸16⧸18) [uPV4SRv-VXM],@rxmuscle,HADI CHOOPAN vs NIC VULLIOUD! Heavy Muscle Radio (7⧸16⧸18) [uPV4SRv-VXM].txt,15353
3791,30,HAFTHOR's 1-2 COMBO + THE NEXT BIG THING AT 255 LBS! + BREON'S FLEX! [nmlmBL9CDdQ],@rxmuscle,HAFTHOR's 1-2 COMBO + THE NEXT BIG THING AT 255 LBS! + BREON'S FLEX! [nmlmBL9CDdQ].txt,867
3792,10,HEART OF A BODYBUILDING CHAMPION! Heavy Muscle Radio (8⧸13⧸18) [vwtPhH5UP2w],@rxmuscle,HEART OF A BODYBUILDING CHAMPION! Heavy Muscle Radio (8⧸13⧸18) [vwtPhH5UP2w].txt,15095
3793,2020,HEATH VS RHODEN at 2020 OLYMPIA？ HMR (8⧸10⧸20) [t6lwBJJS6nI],@rxmuscle,HEATH VS RHODEN at 2020 OLYMPIA？ HMR (8⧸10⧸20) [t6lwBJJS6nI].txt,12953
3794,30,HEATHER GRACE 7 WEEKS OUT & RISING BIKINI STAR & MELISSA VALLIERE IN ACTION! [l-bDu8o2dPU],@rxmuscle,HEATHER GRACE 7 WEEKS OUT & RISING BIKINI STAR & MELISSA VALLIERE IN ACTION! [l-bDu8o2dPU].txt,705
3795,70,HEAVY MUSCLE RADIO INTERVIEW WITH GUY GRUNDY PART 1 OF 3 [qgR7r3kZ0nw],@rxmuscle,HEAVY MUSCLE RADIO INTERVIEW WITH GUY GRUNDY PART 1 OF 3 [qgR7r3kZ0nw].txt,3197
3796,300,HEAVY MUSCLE RADIO INTERVIEW WITH GUY GRUNDY PART 2 OF 3 [1hoA1ZwO5YM],@rxmuscle,HEAVY MUSCLE RADIO INTERVIEW WITH GUY GRUNDY PART 2 OF 3 [1hoA1ZwO5YM].txt,2605
3797,20,HEAVY MUSCLE RADIO INTERVIEW WITH GUY GRUNDY PART 3 OF 3 [t4M-MyeJG3U],@rxmuscle,HEAVY MUSCLE RADIO INTERVIEW WITH GUY GRUNDY PART 3 OF 3 [t4M-MyeJG3U].txt,2064
3798,52,HEAVY MUSCLE RADIO INTERVIEW WITH IFBB PRO MILOS SARSEV Part 1 of 5 [PalayjkC4F8],@rxmuscle,HEAVY MUSCLE RADIO INTERVIEW WITH IFBB PRO MILOS SARSEV Part 1 of 5 [PalayjkC4F8].txt,2345
3799,50,HEAVY MUSCLE RADIO INTERVIEW WITH IFBB PRO MILOS SARSEV Part 2 of 5 [G7G7div1x0c],@rxmuscle,HEAVY MUSCLE RADIO INTERVIEW WITH IFBB PRO MILOS SARSEV Part 2 of 5 [G7G7div1x0c].txt,1525
3800,25,HEAVY MUSCLE RADIO INTERVIEW WITH IFBB PRO MILOS SARSEV Part 3 of 5 [E-1-hSc-UOo],@rxmuscle,HEAVY MUSCLE RADIO INTERVIEW WITH IFBB PRO MILOS SARSEV Part 3 of 5 [E-1-hSc-UOo].txt,2366
3801,80,HEAVY MUSCLE RADIO INTERVIEW WITH IFBB PRO MILOS SARSEV Part 4 of 5 [W5eLKz0XTHI],@rxmuscle,HEAVY MUSCLE RADIO INTERVIEW WITH IFBB PRO MILOS SARSEV Part 4 of 5 [W5eLKz0XTHI].txt,2354
3802,76,HEAVY MUSCLE RADIO INTERVIEW WITH IFBB PRO MILOS SARSEV Part 5 of 5 [ZZCvdx3esds],@rxmuscle,HEAVY MUSCLE RADIO INTERVIEW WITH IFBB PRO MILOS SARSEV Part 5 of 5 [ZZCvdx3esds].txt,1471
3803,85,HEAVY MUSCLE RADIO INTERVIEW WITH THE CO HOST OF PHYSIQUE STAR RADIO VINCE ANRICH PART 1 OF 2 [v_yJyV-UFbI],@rxmuscle,HEAVY MUSCLE RADIO INTERVIEW WITH THE CO HOST OF PHYSIQUE STAR RADIO VINCE ANRICH PART 1 OF 2 [v_yJyV-UFbI].txt,2333
3804,350,HEAVY MUSCLE RADIO INTERVIEW WITH THE CO HOST OF PHYSIQUE STAR RADIO VINCE ANRICH PART 2 OF 2 [eNnqh9BTPjI],@rxmuscle,HEAVY MUSCLE RADIO INTERVIEW WITH THE CO HOST OF PHYSIQUE STAR RADIO VINCE ANRICH PART 2 OF 2 [eNnqh9BTPjI].txt,1906
3805,2000,HEAVY MUSCLE RADIO WITH CHARLES POLIQUIN PART 1 OF 4 [7tOSiqlQ0fM],@rxmuscle,HEAVY MUSCLE RADIO WITH CHARLES POLIQUIN PART 1 OF 4 [7tOSiqlQ0fM].txt,2215
3806,100,HEAVY MUSCLE RADIO WITH CHARLES POLIQUIN PART 2 OF 4 [KvqV6uEy3CQ],@rxmuscle,HEAVY MUSCLE RADIO WITH CHARLES POLIQUIN PART 2 OF 4 [KvqV6uEy3CQ].txt,2147
3807,70,HEAVY MUSCLE RADIO WITH CHARLES POLIQUIN PART 3 OF 4 [GYJvOZWoLuI],@rxmuscle,HEAVY MUSCLE RADIO WITH CHARLES POLIQUIN PART 3 OF 4 [GYJvOZWoLuI].txt,2191
3808,70,HEAVY MUSCLE RADIO WITH CHARLES POLIQUIN PART 4 OF 4 [Zk-kWYnrlDE],@rxmuscle,HEAVY MUSCLE RADIO WITH CHARLES POLIQUIN PART 4 OF 4 [Zk-kWYnrlDE].txt,2410
3809,11,HEAVY MUSCLE RADIO WITH IFBB DESERT MUSCLE CLASSIC PROMOTOR STRYKER SOLOMON [OCeRMlJRn34],@rxmuscle,HEAVY MUSCLE RADIO WITH IFBB DESERT MUSCLE CLASSIC PROMOTOR STRYKER SOLOMON [OCeRMlJRn34].txt,2193
3810,2000,HEAVY MUSCLE RADIO WITH IFBB PRO JEROME FERGUSON PART 1 OF 2 [NdJUlWMZYOk],@rxmuscle,HEAVY MUSCLE RADIO WITH IFBB PRO JEROME FERGUSON PART 1 OF 2 [NdJUlWMZYOk].txt,2861
3811,2010,HEAVY MUSCLE RADIO WITH IFBB PRO JEROME FERGUSON PART 2 OF 2 [ZEgaSQBly4g],@rxmuscle,HEAVY MUSCLE RADIO WITH IFBB PRO JEROME FERGUSON PART 2 OF 2 [ZEgaSQBly4g].txt,2741
3812,3,HEAVY MUSCLE RADIO WITH IFBB PRO ROBERT BURNEIKA PART 1 OF 2 [bJo39ncLAbw],@rxmuscle,HEAVY MUSCLE RADIO WITH IFBB PRO ROBERT BURNEIKA PART 1 OF 2 [bJo39ncLAbw].txt,2753
3813,2,HEAVY MUSCLE RADIO WITH IFBB PRO ROBERT BURNEIKA PART 2 OF 2 [cfOqtYLM6kI],@rxmuscle,HEAVY MUSCLE RADIO WITH IFBB PRO ROBERT BURNEIKA PART 2 OF 2 [cfOqtYLM6kI].txt,880
3814,10,HEAVY MUSCLE RADIO WITH IFBB PRO TONEY FREEMAN PART 1 OF 4 [046J9yKs8SU],@rxmuscle,HEAVY MUSCLE RADIO WITH IFBB PRO TONEY FREEMAN PART 1 OF 4 [046J9yKs8SU].txt,2719
3815,100,HEAVY MUSCLE RADIO WITH IFBB PRO TONEY FREEMAN PART 2 OF 3 [IbAGl5ASPHc],@rxmuscle,HEAVY MUSCLE RADIO WITH IFBB PRO TONEY FREEMAN PART 2 OF 3 [IbAGl5ASPHc].txt,2752
3816,350,HEAVY MUSCLE RADIO WITH IFBB PRO TONEY FREEMAN PART 3 OF 3 [QoaOgBEBa1Y],@rxmuscle,HEAVY MUSCLE RADIO WITH IFBB PRO TONEY FREEMAN PART 3 OF 3 [QoaOgBEBa1Y].txt,1682
3817,2016,HENRY JACKSON： SUPER HEAVYWEIGHT SUPERFREAK! Live With [J-2A-9C45X0],@rxmuscle,HENRY JACKSON： SUPER HEAVYWEIGHT SUPERFREAK! Live With [J-2A-9C45X0].txt,2854
3818,2021,HOW BODYBUILDING SAVED MY LIFE! Todd Payette Interview ｜ RX Spotlight [w7NATYz3bzo],@rxmuscle,HOW BODYBUILDING SAVED MY LIFE! Todd Payette Interview ｜ RX Spotlight [w7NATYz3bzo].txt,3213
3819,30,HOW GOLD'S GYM BODYBUILDERS MADE MONEY! [3kCMXi1ok5M],@rxmuscle,HOW GOLD'S GYM BODYBUILDERS MADE MONEY! [3kCMXi1ok5M].txt,7605
3820,5,HOW I MADE OVER A BILLION IN A YEAR! Jack Owoc (Bang CEO) Interview [u-atb-N6z9M],@rxmuscle,HOW I MADE OVER A BILLION IN A YEAR! Jack Owoc (Bang CEO) Interview [u-atb-N6z9M].txt,9483
3821,2019,HOW I RE-GREW MY HAIR! ｜ Jay Campbell on GuruTalk [uGS76EH9wLo],@rxmuscle,HOW I RE-GREW MY HAIR! ｜ Jay Campbell on GuruTalk [uGS76EH9wLo].txt,10258
3822,2,HOW REAL ESTATE MOGUL LOST OVER 120 LBS! Anthony Lolli Talks Transformation [HAKfftDBoR0],@rxmuscle,HOW REAL ESTATE MOGUL LOST OVER 120 LBS! Anthony Lolli Talks Transformation [HAKfftDBoR0].txt,8899
3823,2020,HOW THE NPC NORTH AMERICAN CHAMPIONSHIPS WAS SAVED! Gary Udit Interview [d1KZypJmEw0],@rxmuscle,HOW THE NPC NORTH AMERICAN CHAMPIONSHIPS WAS SAVED! Gary Udit Interview [d1KZypJmEw0].txt,7519
3824,3,HOW TO PREVENT A HEART ATTACK! Dave Palumbo's Heart Health Tips for Bodybuilders [0I8gVHzdjj4],@rxmuscle,HOW TO PREVENT A HEART ATTACK! Dave Palumbo's Heart Health Tips for Bodybuilders [0I8gVHzdjj4].txt,2594
3825,400,HOW TO SPOT FAKE GEAR! #RXRants [_Ui19_4P7nI],@rxmuscle,HOW TO SPOT FAKE GEAR! #RXRants [_Ui19_4P7nI].txt,2009
3826,10,HRT： The MOST IMPORTANT Thing You Should Know! [mf61Gt_tEzk],@rxmuscle,HRT： The MOST IMPORTANT Thing You Should Know! [mf61Gt_tEzk].txt,2349
3827,30,HUNTER LABRADA BRINGS THE ENERGY! [x6fJamlXiBk],@rxmuscle,HUNTER LABRADA BRINGS THE ENERGY! [x6fJamlXiBk].txt,768
3828,10,HUNTER LABRADA ON TAMPA PRO WIN & OLYMPIA EXPECTATIONS! [Xlb5d0gmGDI],@rxmuscle,HUNTER LABRADA ON TAMPA PRO WIN & OLYMPIA EXPECTATIONS! [Xlb5d0gmGDI].txt,5938
3829,86,HUNTER LABRADA WINS PRO DEBUT! 2020 TAMPA PRO WRAP-UP [sVeCV67lZkw],@rxmuscle,HUNTER LABRADA WINS PRO DEBUT! 2020 TAMPA PRO WRAP-UP [sVeCV67lZkw].txt,5257
3830,34,Heavy Muscle Show #34 Teaser [SSqd83jVc1c],@rxmuscle,Heavy Muscle Show #34 Teaser [SSqd83jVc1c].txt,71
3831,2011,Heavy Muscle TV Show #27- Part 1- Juan Morel Talks to The Whack Pack [DuRGSAUEzR4],@rxmuscle,Heavy Muscle TV Show #27- Part 1- Juan Morel Talks to The Whack Pack [DuRGSAUEzR4].txt,3273
3832,20,Heavy Muscle TV Show #27- Part 2- Chris Cormier in Studio [O8yjDJ307Vs],@rxmuscle,Heavy Muscle TV Show #27- Part 2- Chris Cormier in Studio [O8yjDJ307Vs].txt,3785
3833,31,Heavy Muscle TV Show #27- Part 3- Kat Teaches Exercise for Sex [4yNUUJ8TQjk],@rxmuscle,Heavy Muscle TV Show #27- Part 3- Kat Teaches Exercise for Sex [4yNUUJ8TQjk].txt,1879
3834,50,Heavy Muscle TV Show #27- Part 4 [J2qGNBSPbwI],@rxmuscle,Heavy Muscle TV Show #27- Part 4 [J2qGNBSPbwI].txt,2340
3835,30,Hunter Labrada 675 for REPS + C-Bum & Steve Laureus Updates! [5owGdLfxgLY],@rxmuscle,Hunter Labrada 675 for REPS + C-Bum & Steve Laureus Updates! [5owGdLfxgLY].txt,807
3836,90,Hunter Labrada WINS Chicago Pro! What Happened To Roelly？ [fxVdppUKtEE],@rxmuscle,Hunter Labrada WINS Chicago Pro! What Happened To Roelly？ [fxVdppUKtEE].txt,4010
3837,12,Hunter Labrada： ALL GAS NO BRAKES! + Maxx Charles READY for Tampa + Bryan Jones UPDATE! [ZUCtAS8yXsw],@rxmuscle,Hunter Labrada： ALL GAS NO BRAKES! + Maxx Charles READY for Tampa + Bryan Jones UPDATE! [ZUCtAS8yXsw].txt,739
3838,3000,I CAN'T GET UP! [Lm1xOlrqR5Q],@rxmuscle,I CAN'T GET UP! [Lm1xOlrqR5Q].txt,418
3839,52,I JUST HAD A COLONOSCOPY! [wjs7bCuwkXg],@rxmuscle,I JUST HAD A COLONOSCOPY! [wjs7bCuwkXg].txt,3077
3840,10,"IAIN VALLIERE BIG WIN： Heavy Muscle Radio- July 23, 2018 [F-Tti5vj9b8]",@rxmuscle,"IAIN VALLIERE BIG WIN： Heavy Muscle Radio- July 23, 2018 [F-Tti5vj9b8].txt",15408
3841,2021,IAIN VALLIERE BRINGS HOME THE WIN in TAMPA! Palumbo & Aceto Wrapup! [M2R1arXAPpM],@rxmuscle,IAIN VALLIERE BRINGS HOME THE WIN in TAMPA! Palumbo & Aceto Wrapup! [M2R1arXAPpM].txt,3335
3842,17,IAIN VALLIERE IN MONSTER MODE! Muscle in the Morning (8⧸17⧸18) [T3RZeZuU85M],@rxmuscle,IAIN VALLIERE IN MONSTER MODE! Muscle in the Morning (8⧸17⧸18) [T3RZeZuU85M].txt,885
3843,30,IAIN VALLIERE TOP-10 OLYMPIA？ + BRANDAO PEAKING + CASEY SAMSEL WINS TAHOE PRO! [L-LqIEw0CbY],@rxmuscle,IAIN VALLIERE TOP-10 OLYMPIA？ + BRANDAO PEAKING + CASEY SAMSEL WINS TAHOE PRO! [L-LqIEw0CbY].txt,667
3844,2021,IAIN VALLIERE vs. MAXX CHARLES for Tampa Title？ [b1oFuFVeyq4],@rxmuscle,IAIN VALLIERE vs. MAXX CHARLES for Tampa Title？ [b1oFuFVeyq4].txt,844
3845,30,IAIN VALLIERE： FULL TAMPA PRO STORY & FUTURE IN BODYBUILDING! [efU4KxOSdxQ],@rxmuscle,IAIN VALLIERE： FULL TAMPA PRO STORY & FUTURE IN BODYBUILDING! [efU4KxOSdxQ].txt,7849
3846,,IFBB Physique Pro Sabrina Taylor gears up for IFBB Grand Prix Pro Physique show April 14th [MjlwhwbixRI],@rxmuscle,IFBB Physique Pro Sabrina Taylor gears up for IFBB Grand Prix Pro Physique show April 14th [MjlwhwbixRI].txt,363
3847,30,INSANE KEONE PEARSON 10 WEEKS OUT FROM 212 DEBUT! [UO71l7Npt3s],@rxmuscle,INSANE KEONE PEARSON 10 WEEKS OUT FROM 212 DEBUT! [UO71l7Npt3s].txt,741
3848,0,INSULIN TALK WITH COLETTE NELSON - PART TWO [ebb0uDrqS_k],@rxmuscle,INSULIN TALK WITH COLETTE NELSON - PART TWO [ebb0uDrqS_k].txt,5742
3849,2,INSULIN TALK WITH COLETTE NELSON! [NBl1iujdpCY],@rxmuscle,INSULIN TALK WITH COLETTE NELSON! [NBl1iujdpCY].txt,6240
3850,2016,IRANIAN SUPER FREAK! Live With Behrooz Tabani [Al8F2-jRq0M],@rxmuscle,IRANIAN SUPER FREAK! Live With Behrooz Tabani [Al8F2-jRq0M].txt,1812
3851,1,IRRESPONSIBLE ACTIONS = HEALTH RISKS! [3D_6XxiHezg],@rxmuscle,IRRESPONSIBLE ACTIONS = HEALTH RISKS! [3D_6XxiHezg].txt,3127
3852,25,IS BODYBUILDING 'NATURALLY' A WASTE OF TIME？ [LfClspMeQas],@rxmuscle,IS BODYBUILDING 'NATURALLY' A WASTE OF TIME？ [LfClspMeQas].txt,450
3853,100,IS NATURAL BODYBUILDING REALLY 'NATURAL'？ [Md_8uqi9nBY],@rxmuscle,IS NATURAL BODYBUILDING REALLY 'NATURAL'？ [Md_8uqi9nBY].txt,487
3854,10,IS YOUR STUFF FAKE？ [nf5JbsE8MPU],@rxmuscle,IS YOUR STUFF FAKE？ [nf5JbsE8MPU].txt,1507
3855,30,Iain Valliere (270-lbs) Update + Breon Ansley Starts Olympia Prep + Kamal Elgargni Update [9ioE8P0RzTc],@rxmuscle,Iain Valliere (270-lbs) Update + Breon Ansley Starts Olympia Prep + Kamal Elgargni Update [9ioE8P0RzTc].txt,708
3856,2021,Iain Valliere DIALING IN For Tampa + Classic Physique Star Returns + Rafa Brandao Update! [AnKYQ403kKE],@rxmuscle,Iain Valliere DIALING IN For Tampa + Classic Physique Star Returns + Rafa Brandao Update! [AnKYQ403kKE].txt,736
3857,,If Dave Palumbo Challenged Ronnie Coleman in One Pose... [h32y7XMmDX0],@rxmuscle,If Dave Palumbo Challenged Ronnie Coleman in One Pose... [h32y7XMmDX0].txt,281
3858,2011,Interview with Pro Strongman Brad Dunn at the 2011 America's Strongest Man [6xvL8946yCs],@rxmuscle,Interview with Pro Strongman Brad Dunn at the 2011 America's Strongest Man [6xvL8946yCs].txt,939
3859,10,Interview with Pro Strongman Dave Ostlund on Day 2 of 2011 America's Strongest Man [aKS5m25d1Tc],@rxmuscle,Interview with Pro Strongman Dave Ostlund on Day 2 of 2011 America's Strongest Man [aKS5m25d1Tc].txt,394
3860,400,Interview with Pro Strongman Michael Burke at the 2011 America's Strongest Man [S0AuCcyHskY],@rxmuscle,Interview with Pro Strongman Michael Burke at the 2011 America's Strongest Man [S0AuCcyHskY].txt,286
3861,9,Interview with Pro Strongman Travis Ortmayer at the 2011 America's Strongest Man [cyrJXKSvdy4],@rxmuscle,Interview with Pro Strongman Travis Ortmayer at the 2011 America's Strongest Man [cyrJXKSvdy4].txt,312
3862,2,Interview with Pro Strongman Travis Ortmayer on Day 2 of 2011 America's Strongest Man [GJ_h_Ses-8E],@rxmuscle,Interview with Pro Strongman Travis Ortmayer on Day 2 of 2011 America's Strongest Man [GJ_h_Ses-8E].txt,139
3863,2011,"Interview with Pro Strongman Travis Ortmayer, Overall Winner of the 2011 America's Strongest Man [VHM2yC2tf5Y]",@rxmuscle,"Interview with Pro Strongman Travis Ortmayer, Overall Winner of the 2011 America's Strongest Man [VHM2yC2tf5Y].txt",75
3864,2011,Interview with Pro Strongman Vince Urbank After Push Pull Win at the 2011 America's Strongest Man [oyoTILeRDoQ],@rxmuscle,Interview with Pro Strongman Vince Urbank After Push Pull Win at the 2011 America's Strongest Man [oyoTILeRDoQ].txt,138
3865,2021,Is Dave Palumbo Still Working With ZACK KING KHAN？ [H0j43_yNQj4],@rxmuscle,Is Dave Palumbo Still Working With ZACK KING KHAN？ [H0j43_yNQj4].txt,455
3866,45,JACKED White House Chef! Palumbo's Opinion [y1CKLwpBIA4],@rxmuscle,JACKED White House Chef! Palumbo's Opinion [y1CKLwpBIA4].txt,1298
3867,7,JEM NAZIM： NEW FREAK ON THE BLOCK! Muscle in the Morning (8⧸7⧸18) [oZdZfdGuzMs],@rxmuscle,JEM NAZIM： NEW FREAK ON THE BLOCK! Muscle in the Morning (8⧸7⧸18) [oZdZfdGuzMs].txt,882
3868,30,JIMMY LOSES HIS MIND OVER NEW YORK TRAFFIC! AH Podcast (9⧸1⧸20) [dAzjGjutKgc],@rxmuscle,JIMMY LOSES HIS MIND OVER NEW YORK TRAFFIC! AH Podcast (9⧸1⧸20) [dAzjGjutKgc].txt,8107
3869,1959,JIMMY THE BULL'S 'STRONGEST' CYCLE! AH Podcast (8⧸11⧸20) [RHcutSFvT2s],@rxmuscle,JIMMY THE BULL'S 'STRONGEST' CYCLE! AH Podcast (8⧸11⧸20) [RHcutSFvT2s].txt,14741
3870,80,JIMMY'S CRAZIEST CONSPIRACY THEORIES! AH Podcast (8⧸3⧸21) [UotY8h4641U],@rxmuscle,JIMMY'S CRAZIEST CONSPIRACY THEORIES! AH Podcast (8⧸3⧸21) [UotY8h4641U].txt,11406
3871,22,JUDGING BODYBUILDING IN THE MODERN ERA! AH Podcast (10⧸6⧸20) [d1Dhqbnc6A0],@rxmuscle,JUDGING BODYBUILDING IN THE MODERN ERA! AH Podcast (10⧸6⧸20) [d1Dhqbnc6A0].txt,13080
3872,2018,JULIANA MALACARNE GOES OUT ON TOP! Muscle in the Morning (7⧸19⧸18) [wk1vOpUG9rg],@rxmuscle,JULIANA MALACARNE GOES OUT ON TOP! Muscle in the Morning (7⧸19⧸18) [wk1vOpUG9rg].txt,898
3873,2021,Janet Layug Starts Olympia Prep + Andrea Shaw UPDATE + Ashley Kaltwasser Eyes #4! [hcKr3qsMLl8],@rxmuscle,Janet Layug Starts Olympia Prep + Andrea Shaw UPDATE + Ashley Kaltwasser Eyes #4! [hcKr3qsMLl8].txt,806
3874,220,Jewbacca Debuts in Mens Physique at the 2011 Branch Warren [c9rrrWYXx7U],@rxmuscle,Jewbacca Debuts in Mens Physique at the 2011 Branch Warren [c9rrrWYXx7U].txt,855
3875,11,Jewbacca Proposes to Darielle [iReQ7z6p1ro],@rxmuscle,Jewbacca Proposes to Darielle [iReQ7z6p1ro].txt,612
3876,2012,Jillian Reville Posing Routine at 2012 IFBB Desert Muscle Classic [M-kAMM7tzM8],@rxmuscle,Jillian Reville Posing Routine at 2012 IFBB Desert Muscle Classic [M-kAMM7tzM8].txt,7
3877,2011,Jodi Boam Fitness Routine- 2011 IFBB Ft Lauderdale Cup.mp4 [UTZFy3FonCA],@rxmuscle,Jodi Boam Fitness Routine- 2011 IFBB Ft Lauderdale Cup.mp4 [UTZFy3FonCA].txt,22
